GCA_014378125.1,60,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla sp.,
GCA_018130385.1,2807671,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0283,
GCA_018131075.1,2807673,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. JYMT SZCCT0428,
GCA_018131065.1,2807674,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. AUGA SZCCT0431,
GCA_017163705.1,2810351,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. CFBP 8703,
GCA_017163695.1,2810353,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas sp. CFBP 8700,
GCA_016834655.1,2810368,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes ovalisporus,
GCA_016919265.1,2811425,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PDNC026,
GCA_017116865.1,2813779,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. OT2,
GCA_017115165.1,2815387,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LPT,
GCA_017115145.1,2815388,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS1,
GCA_017115105.1,2815389,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS2,
GCA_017115095.1,2815390,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS4,
GCA_017115085.1,2815391,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS7,
GCA_017115045.1,2815392,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS8,
GCA_017114995.1,2815393,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NMS9,
GCA_017115065.1,2815394,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL23,
GCA_017114965.1,2815395,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL31,
GCA_017114985.1,2815396,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL33,
GCA_017114945.1,2815397,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. JL34,
GCA_017115025.1,2815407,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NOS(2021),
GCA_019049675.1,2816248,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella bonaserana,
GCA_017877035.1,2817859,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. PvP109,
GCA_017573465.1,2819934,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura violacea,
GCA_017741895.1,2819992,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. B209b/85,
GCA_019355815.1,2819993,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. B21/90,
GCA_017741825.1,2819995,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. E27B/91,
GCA_019355575.1,2819997,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. K1/93,
GCA_017741845.1,2819998,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. L245/93,
GCA_019355555.1,2819999,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. L51/94,
GCA_020329505.1,2821404,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. WSM 1704,
GCA_020329495.1,2821406,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. WSM 4400,
GCA_019305105.1,2823690,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. AC542_RSS864,
GCA_018139625.1,2828514,Bacteria,Actinobacteria,Actinomycetia,Catenulisporales,Actinospicaceae,Actinospica,Actinospica sp. MGRD01-02,
GCA_019359375.1,2835090,Bacteria,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Lyngbya,Lyngbya sp. HA4199-MV5,
GCA_018982885.2,2835787,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Polymorphobacter,Polymorphobacter sp. PAMC 29362,
GCA_018596315.1,2836178,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. SRL28,
GCA_019704555.1,2836373,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. L3-i22,
GCA_019285715.1,2836944,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,,Sphingosinicellaceae bacterium,
GCA_018982925.1,2836945,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,,Sphingosinicellaceae bacterium PAMC 29367,
GCA_019973575.1,2839016,Bacteria,Gemmatimonadetes,,,,,Gemmatimonadetes bacterium T265,
GCA_018736085.1,2840469,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. S2-20-1,
GCA_018736105.1,2840472,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. S2-11-2,
GCA_018736125.1,2840473,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. S2-11-4,
GCA_018141545.1,2843216,Bacteria,Actinobacteria,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,Miltoncostaea oceani,
GCA_019166075.1,2849652,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. HSC-15S17,
GCA_019048865.1,2849779,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans sp. G128,
GCA_019710575.1,2856853,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. TRM66264-DLM,
GCA_019431245.1,2862331,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Polymorphobacter,Polymorphobacter sp. PAMC 29334,
GCA_019711445.1,2866213,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MAG02,
GCA_020075865.1,2875953,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR104.1,
GCA_020075825.1,2875954,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR104.2,
GCA_020075835.1,2875955,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR121,
GCA_020075805.1,2875956,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR129.2,
GCA_020075765.1,2875957,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR181,
GCA_020075785.1,2875958,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. VS19-DR183,
GCA_020164785.1,2876629,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. ES1-1,
GCA_021458635.1,2876780,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. Oc8,
GCA_020515535.1,2878092,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU16-30322,
GCA_020515595.1,2878094,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU16-30323,
GCA_020515695.1,2878095,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU16-30317,
GCA_020616515.1,2880934,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. PAMC28654,
GCA_020991065.1,2894081,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides okcheonensis,
GCA_020992295.1,2894185,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,Rubrivivax sp. JA1024,
GCA_021916785.1,2895283,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. JXJ CY 35,
GCA_021730615.1,2895977,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Lichenibacteriaceae,Lichenibacterium,Lichenibacterium sp. 6Y81,
GCA_021088345.1,2898149,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. A19,
GCA_003136255.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003140115.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003161165.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003161205.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003164955.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003166175.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003167535.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003168195.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003168255.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003168295.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_003541285.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_005888335.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268415.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268575.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268605.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268635.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268655.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268675.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_018268695.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_019240055.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_019240215.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_019244525.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_903970355.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_903970415.1,2900548,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium,
GCA_021728255.1,2912193,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. P2647,
GCA_022662295.1,2914831,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CARO-RG-8B-R24-01,
GCA_022662335.1,2914832,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CROZ-RG-20F-R02-07,
GCA_022662475.1,2914982,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. TREG-RG-20F-R18-01,
GCA_022631375.1,2926463,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. DH14,
GCA_003574545.1,5580,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,
GCA_013623875.1,33205,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium torulosum,
GCA_002995295.1,36057,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vulgaris,
GCA_003521295.1,36066,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus cibarius,
GCA_000769215.1,40199,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium avenaceum,
GCA_019055345.1,40199,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium avenaceum,
GCA_022160275.1,40419,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,Auriscalpium vulgare,
GCA_013427175.2,47425,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria borealis,
GCA_016628075.1,48578,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus paluster,
GCA_016647625.1,48586,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus subalutaceus,
GCA_016647685.1,48589,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus tomentosus,
GCA_004355085.1,50990,Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,,Rickenella,Rickenella mellea,
GCA_015956445.1,56493,Eukaryota,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,Thelephora terrestris,
GCA_000963795.1,63577,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,
GCA_020647795.1,63577,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,
GCA_016097855.1,64522,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia gamsii,
GCA_015529785.1,78898,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila verticillata,
GCA_015679645.1,78898,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila verticillata,
GCA_002995455.1,87122,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon fuscorubens,
GCA_003025275.1,89141,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps farinosa,
GCA_009801975.1,94610,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetraspora,
GCA_009802755.1,94610,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetraspora,
GCA_003314295.1,104198,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus lutescens,
GCA_900068975.1,104224,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe conica,
GCA_001048715.1,104259,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,
GCA_002016555.1,104259,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,
GCA_004916855.1,104259,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,
GCA_017654915.1,106004,Eukaryota,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium creatinivorum,
GCA_002162615.1,108355,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Myriosclerotinia,Myriosclerotinia duriaeana,
GCA_900069095.1,110255,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,Tubaria furfuracea,
GCA_006146055.1,111670,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia rangiferina,
GCA_018282025.1,117069,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,
GCA_001571465.2,128442,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces pinophilus,
GCA_020726525.1,152316,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Truncatella,Truncatella angustata,
GCA_021193595.1,152316,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Truncatella,Truncatella angustata,
GCA_015039465.1,171480,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glaucopus,
GCA_002927785.1,174080,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia uncialis,
GCA_001684195.1,176275,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,
GCA_018257855.1,184061,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia borealis,
GCA_013368555.1,206315,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus confluens,
GCA_003315845.1,217427,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius trivialis,
GCA_001179745.1,264083,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria fumosa,
GCA_015679495.1,310910,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata,
GCA_015852415.1,310910,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata,
GCA_003951145.1,324621,Eukaryota,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Jimgerdemannia,Jimgerdemannia lactiflua,
GCA_002246955.1,337941,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma koningiopsis,
GCA_018423875.1,344589,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Laccaria,Laccaria trichodermophora,
GCA_018423945.1,344589,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Laccaria,Laccaria trichodermophora,
GCA_000798695.1,348802,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala xenobiotica,
GCA_018257865.1,350623,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,Stereocaulon alpinum,
GCA_013054445.1,354080,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Cudoniella,Cudoniella acicularis,
GCA_009599575.1,373115,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Blumeriella,Blumeriella jaapii,
GCA_010093605.1,390894,Eukaryota,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium,Lophium mytilinum,
GCA_001481775.2,398673,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gamsii,
GCA_002894205.1,398673,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gamsii,
GCA_003314335.1,409893,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus appalachiensis,
GCA_001630335.1,436010,Eukaryota,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,
GCA_000171015.2,452589,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,Trichoderma atroviride IMI 206040
GCA_002994595.1,462795,Eukaryota,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,Uromyces transversalis,
GCA_010093595.1,574789,Eukaryota,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidion,Mytilinidion resinicola,
GCA_900073065.1,576137,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Phialocephala subalpina,
GCA_000827475.1,664439,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Paxillus,Paxillus involutus,Paxillus involutus ATCC 200175
GCA_019096155.1,669026,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Staphylotrichum,Staphylotrichum longicolle,
GCA_000338955.1,717646,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana,Baudoinia panamericana UAMH 10762
GCA_016628085.1,756607,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus occidentalis,
GCA_001692895.1,794803,Eukaryota,Ascomycota,Dothideomycetes,,Gloniaceae,Cenococcum,Cenococcum geophilum,Cenococcum geophilum 1.58
GCA_001455915.2,797268,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Samsoniella,Samsoniella hepiali,
GCA_020744215.1,798071,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma chrysanthemicola,
GCA_020744225.1,798071,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma chrysanthemicola,
GCA_000827325.1,913774,Eukaryota,Ascomycota,Leotiomycetes,,Myxotrichaceae,Oidiodendron,Oidiodendron maius,Oidiodendron maius Zn
GCA_000827255.1,930992,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus luteus,Suillus luteus UH-Slu-Lm8-n1
GCA_016097935.1,979702,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Dissophora,Dissophora globulifera,
GCA_015680625.1,979708,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella hygrophila,
GCA_000739165.1,1069443,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila verticillata,Podila verticillata NRRL 6337
GCA_000227055.2,1077442,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,Talaromyces marneffei PM1
GCA_002865645.1,1095630,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha bicolor,Hyaloscypha bicolor E
GCA_021365285.1,1131652,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces proteolyticus,
GCA_002865655.1,1149755,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha variabilis,Hyaloscypha variabilis F
GCA_001896365.1,1196081,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces amestolkiae,
GCA_014904905.1,1314677,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Wilcoxina,Wilcoxina mikolae,Wilcoxina mikolae CBS 423.85
GCA_007821475.1,1316785,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,Lachnellula arida,
GCA_000444155.1,1353983,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia macilenta,Cladonia macilenta KoLRI003786
GCA_009732865.1,1379296,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,,Chalara,Chalara longipes,Chalara longipes BDJ
GCA_011800875.2,1400700,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus brevipes,Suillus brevipes Sb2
GCA_000482085.2,1400770,Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia metacorallifera,Cladonia metacorallifera KoLRI002260
GCA_001879275.1,1408157,Eukaryota,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta ligniaria,Coniochaeta ligniaria NRRL 30616
GCA_021432605.1,1450552,Eukaryota,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta sp. PMI_546,
GCA_001642045.1,1460663,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria sporulosa,
GCA_021432625.1,1485227,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. 2 PMI_412,
GCA_003073865.1,1485229,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,,Cadophora,Cadophora sp. DSE1049,
GCA_009982855.1,1496277,Eukaryota,Ascomycota,Dothideomycetes,,Pseudoperisporiaceae,Lizonia,Lizonia empirigonia,
GCA_015295725.1,1709381,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana,
GCA_015295765.1,1709381,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana,
GCA_003568695.1,1882900,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,Protomyces sp. C29,
GCA_902501155.1,1890683,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma podzolica,
